"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Geschlecht, Zivilstand und Altersklasse"

"Jahr"	"Kanton (-) / Bezirk (>>) / Gemeinde (......)"	"Bevölkerungstyp"	"Geschlecht"	"Zivilstand"	"Altersklasse - Total"	"20-24 Jahre"	"25-29 Jahre"	"30-34 Jahre"	"35-39 Jahre"
"2015"	"......0742 Mörigen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	446	30	10	13	19
"2015"	"......0742 Mörigen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	162	29	4	3	6
"2015"	"......0742 Mörigen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	39	0	0	0	0
"2015"	"......0742 Mörigen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	37	0	0	0	1
"2015"	"......0743 Nidau"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	3691	195	248	283	244
"2015"	"......0743 Nidau"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	1442	176	163	130	90
"2015"	"......0743 Nidau"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	395	0	0	1	0
"2015"	"......0743 Nidau"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	492	0	9	13	27
"2015"	"......0744 Orpund"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1359	68	75	79	81
"2015"	"......0744 Orpund"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	495	64	58	25	20
"2015"	"......0744 Orpund"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	132	0	0	0	2
"2015"	"......0744 Orpund"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	140	0	2	6	10
"2015"	"......0745 Port"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1802	93	80	108	119
"2015"	"......0745 Port"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	622	90	60	42	29
"2015"	"......0745 Port"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	181	0	0	0	0
"2015"	"......0745 Port"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	184	1	0	3	5
"2015"	"......0746 Safnern"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1000	52	38	45	62
"2015"	"......0746 Safnern"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	358	49	26	17	11
"2015"	"......0746 Safnern"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	83	0	0	0	0
"2015"	"......0746 Safnern"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	91	0	0	5	2
"2015"	"......0747 Scheuren"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	232	13	8	7	13
"2015"	"......0747 Scheuren"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	86	13	5	2	1
"2015"	"......0747 Scheuren"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	22	0	0	0	0
"2015"	"......0747 Scheuren"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	20	0	0	1	0
"2015"	"......0748 Schwadernau"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	328	11	12	13	22
"2015"	"......0748 Schwadernau"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	118	10	9	4	9
"2015"	"......0748 Schwadernau"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	25	0	0	0	0
"2015"	"......0748 Schwadernau"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	33	0	1	3	1
"2015"	"......0750 Sutz-Lattrigen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	741	25	31	32	48
"2015"	"......0750 Sutz-Lattrigen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	290	25	23	11	17
"2015"	"......0750 Sutz-Lattrigen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	64	0	0	0	0
"2015"	"......0750 Sutz-Lattrigen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	73	0	1	1	1
"2015"	"......0756 Twann-Tüscherz"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	581	29	19	33	38
"2015"	"......0756 Twann-Tüscherz"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	198	28	16	12	12
"2015"	"......0756 Twann-Tüscherz"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	60	0	0	0	0
"2015"	"......0756 Twann-Tüscherz"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	53	0	0	1	0
"2015"	"......0301 Aarberg"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	2281	143	152	156	142
"2015"	"......0301 Aarberg"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	912	135	111	69	38
"2015"	"......0301 Aarberg"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	187	0	0	0	0
"2015"	"......0301 Aarberg"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	194	1	0	4	10
"2015"	"......0302 Bargen (BE)"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	501	32	29	23	31
"2015"	"......0302 Bargen (BE)"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	179	29	21	6	4
"2015"	"......0302 Bargen (BE)"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	47	0	0	0	0
"2015"	"......0302 Bargen (BE)"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	35	0	1	1	3
"2015"	"......0303 Grossaffoltern"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1513	75	60	86	88
"2015"	"......0303 Grossaffoltern"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	569	69	43	34	31
"2015"	"......0303 Grossaffoltern"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	121	0	0	1	0
"2015"	"......0303 Grossaffoltern"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	115	0	1	2	2
"2015"	"......0304 Kallnach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	961	60	49	47	54
"2015"	"......0304 Kallnach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	352	57	31	13	12
"2015"	"......0304 Kallnach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	96	0	0	0	0
"2015"	"......0304 Kallnach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	62	0	2	2	4
"2015"	"......0305 Kappelen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	658	30	35	36	38
"2015"	"......0305 Kappelen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	261	29	26	17	8
"2015"	"......0305 Kappelen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	44	0	0	0	0
"2015"	"......0305 Kappelen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	52	0	0	0	1
"2015"	"......0306 Lyss"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	7227	488	511	527	431
"2015"	"......0306 Lyss"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	2809	447	354	203	124
"2015"	"......0306 Lyss"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	558	0	0	1	2
"2015"	"......0306 Lyss"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	784	2	6	17	33
"2015"	"......0309 Radelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	637	40	38	35	53
"2015"	"......0309 Radelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	277	39	28	15	16
"2015"	"......0309 Radelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	54	0	0	0	0
"2015"	"......0309 Radelfingen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	40	0	0	2	3
"2015"	"......0310 Rapperswil (BE)"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1232	62	61	82	72
"2015"	"......0310 Rapperswil (BE)"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	464	60	47	31	16
"2015"	"......0310 Rapperswil (BE)"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	118	0	0	1	0
"2015"	"......0310 Rapperswil (BE)"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	79	0	2	3	2
"2015"	"......0311 Schüpfen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1881	115	99	112	126
"2015"	"......0311 Schüpfen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	784	110	76	57	40
"2015"	"......0311 Schüpfen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	133	0	0	0	0
"2015"	"......0311 Schüpfen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	163	0	2	7	10
"2015"	"......0312 Seedorf (BE)"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1516	71	73	95	98
"2015"	"......0312 Seedorf (BE)"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	601	69	57	41	31
"2015"	"......0312 Seedorf (BE)"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	121	0	0	0	2
"2015"	"......0312 Seedorf (BE)"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	103	0	1	0	4
"2015"	"......0381 Arch"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	781	38	36	45	44
"2015"	"......0381 Arch"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	279	36	26	14	9
"2015"	"......0381 Arch"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	73	0	0	0	1
"2015"	"......0381 Arch"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	77	0	1	0	5
"2015"	"......0382 Büetigen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	386	18	17	24	23
"2015"	"......0382 Büetigen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	137	18	12	6	4
"2015"	"......0382 Büetigen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	28	0	0	0	0
"2015"	"......0382 Büetigen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	23	0	0	0	2
"2015"	"......0383 Büren an der Aare"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1743	86	80	117	125
"2015"	"......0383 Büren an der Aare"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	656	79	52	49	31
"2015"	"......0383 Büren an der Aare"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	161	0	0	0	1
"2015"	"......0383 Büren an der Aare"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	174	0	0	6	9
"2015"	"......0385 Diessbach bei Büren"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	489	31	27	39	37
"2015"	"......0385 Diessbach bei Büren"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	194	29	16	14	11
"2015"	"......0385 Diessbach bei Büren"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	37	0	0	0	0
"2015"	"......0385 Diessbach bei Büren"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	33	1	0	0	4
"2015"	"......0386 Dotzigen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	726	28	33	44	52
"2015"	"......0386 Dotzigen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	255	26	22	17	10
"2015"	"......0386 Dotzigen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	42	0	0	0	0
"2015"	"......0386 Dotzigen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	70	0	0	1	7
"2015"	"......0388 Leuzigen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	643	29	27	33	50
"2015"	"......0388 Leuzigen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	233	29	18	12	6
"2015"	"......0388 Leuzigen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	56	0	0	0	0
"2015"	"......0388 Leuzigen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	71	0	0	0	5
"2015"	"......0389 Meienried"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	23	2	0	2	2
"2015"	"......0389 Meienried"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	4	2	0	1	0
"2015"	"......0389 Meienried"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	0	0
"2015"	"......0389 Meienried"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	0	0	0	0
"2015"	"......0391 Oberwil bei Büren"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	420	8	26	24	20
"2015"	"......0391 Oberwil bei Büren"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	154	7	16	3	6
"2015"	"......0391 Oberwil bei Büren"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	37	0	0	1	0
"2015"	"......0391 Oberwil bei Büren"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	26	0	0	1	0
"2015"	"......0393 Rüti bei Büren"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	430	23	20	26	19
"2015"	"......0393 Rüti bei Büren"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	153	22	11	15	3
"2015"	"......0393 Rüti bei Büren"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	38	0	0	0	0
"2015"	"......0393 Rüti bei Büren"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	48	0	0	3	2
"2015"	"......0394 Wengi"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	288	15	6	16	18
"2015"	"......0394 Wengi"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	108	15	3	5	8
"2015"	"......0394 Wengi"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	22	0	0	0	0
"2015"	"......0394 Wengi"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	19	0	0	1	1
"2015"	"......0491 Brüttelen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	264	10	17	13	12
"2015"	"......0491 Brüttelen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	81	9	11	3	0
"2015"	"......0491 Brüttelen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	30	0	0	0	0
"2015"	"......0491 Brüttelen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	22	0	0	0	1
"2015"	"......0492 Erlach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	724	44	37	52	32
"2015"	"......0492 Erlach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	287	42	28	26	3
"2015"	"......0492 Erlach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	45	0	0	0	0
"2015"	"......0492 Erlach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	74	0	1	1	6
"2015"	"......0493 Finsterhennen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	249	11	10	18	19
"2015"	"......0493 Finsterhennen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	90	9	7	3	3
"2015"	"......0493 Finsterhennen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	15	0	0	0	0
"2015"	"......0493 Finsterhennen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	13	0	0	1	2
"2015"	"......0494 Gals"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	400	14	21	26	19
"2015"	"......0494 Gals"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	154	13	13	15	2
"2015"	"......0494 Gals"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	37	0	0	0	0
"2015"	"......0494 Gals"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	29	1	1	0	1
"2015"	"......0495 Gampelen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	408	21	27	29	28
"2015"	"......0495 Gampelen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	145	16	15	12	6
"2015"	"......0495 Gampelen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	37	0	0	0	0
"2015"	"......0495 Gampelen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	30	0	0	0	1
"2015"	"......0496 Ins"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1759	73	87	101	133
"2015"	"......0496 Ins"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	703	67	53	41	33
"2015"	"......0496 Ins"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	141	0	0	0	1
"2015"	"......0496 Ins"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	138	0	1	3	7
"2015"	"......0497 Lüscherz"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	258	6	9	23	14
"2015"	"......0497 Lüscherz"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	91	6	7	14	10
"2015"	"......0497 Lüscherz"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	27	0	0	0	1
"2015"	"......0497 Lüscherz"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	26	0	0	0	0
"2015"	"......0498 Müntschemier"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	662	38	43	45	39
"2015"	"......0498 Müntschemier"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	246	29	28	16	6
"2015"	"......0498 Müntschemier"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	56	0	1	0	0
"2015"	"......0498 Müntschemier"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	37	0	0	0	1
"2015"	"......0499 Siselen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	284	11	10	18	13
"2015"	"......0499 Siselen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	95	11	8	6	7
"2015"	"......0499 Siselen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	27	0	0	0	0
"2015"	"......0499 Siselen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	19	0	0	0	2
"2015"	"......0500 Treiten"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	215	9	8	12	12
"2015"	"......0500 Treiten"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	66	8	3	5	3
"2015"	"......0500 Treiten"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	25	0	0	0	0
"2015"	"......0500 Treiten"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	9	0	0	1	0
"2015"	"......0501 Tschugg"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	223	9	11	11	18
"2015"	"......0501 Tschugg"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	78	7	8	2	7
"2015"	"......0501 Tschugg"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	22	0	0	0	0
"2015"	"......0501 Tschugg"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	18	0	0	1	1
"2015"	"......0502 Vinelz"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	436	9	22	20	24
"2015"	"......0502 Vinelz"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	153	9	15	8	9
"2015"	"......0502 Vinelz"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	34	0	0	0	0
"2015"	"......0502 Vinelz"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	39	0	1	1	0
"2015"	"......0532 Bangerten"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	88	3	5	6	6
"2015"	"......0532 Bangerten"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	38	3	5	4	5
"2015"	"......0532 Bangerten"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	6	0	0	0	0
"2015"	"......0532 Bangerten"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	11	0	0	0	0
"2015"	"......0734 Bühl"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	215	12	12	11	14
"2015"	"......0734 Bühl"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	84	12	8	6	6
"2015"	"......0734 Bühl"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	18	0	0	0	0
"2015"	"......0734 Bühl"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	17	0	1	0	3
"2015"	"......0735 Epsach"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	162	13	11	5	8
"2015"	"......0735 Epsach"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	59	13	8	1	3
"2015"	"......0735 Epsach"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	14	0	0	0	0
"2015"	"......0735 Epsach"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	9	0	0	0	0
"2015"	"......0736 Hagneck"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	203	6	7	12	9
"2015"	"......0736 Hagneck"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	65	6	6	3	4
"2015"	"......0736 Hagneck"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	11	0	0	0	0
"2015"	"......0736 Hagneck"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	21	0	0	0	0
"2015"	"......0737 Hermrigen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	152	3	7	14	14
"2015"	"......0737 Hermrigen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	58	3	6	9	4
"2015"	"......0737 Hermrigen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	13	0	0	0	0
"2015"	"......0737 Hermrigen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	11	0	0	1	1
"2015"	"......0738 Jens"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	330	15	13	11	18
"2015"	"......0738 Jens"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	112	14	9	5	4
"2015"	"......0738 Jens"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	22	0	0	0	0
"2015"	"......0738 Jens"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	23	0	1	1	0
"2015"	"......0741 Merzligen"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	198	9	6	10	10
"2015"	"......0741 Merzligen"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	62	9	5	4	2
"2015"	"......0741 Merzligen"	"Ständige Wohnbevölkerung"	"Frau"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	19	0	0	0	0
"2015"	"......0741 Merzligen"	"Ständige Wohnbevölkerung"	"Frau"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	11	0	1	0	0
"2015"	"......0749 Studen (BE)"	"Ständige Wohnbevölkerung"	"Frau"	"Zivilstand - Total"	1589	104	95	113	107
"2015"	"......0749 Studen (BE)"	"Ständige Wohnbevölkerung"	"Frau"	"Ledig"	617	92	60	48	24
