"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Geschlecht, Zivilstand und Altersklasse"

"Jahr"	"Kanton (-) / Bezirk (>>) / Gemeinde (......)"	"Bevölkerungstyp"	"Geschlecht"	"Zivilstand"	"40-44 Jahre"	"45-49 Jahre"	"50-54 Jahre"	"55-59 Jahre"	"60-64 Jahre"
"2015"	"......0793 St. Stephan"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	37	67	46	49	42
"2015"	"......0793 St. Stephan"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	14	18	7	5	5
"2015"	"......0793 St. Stephan"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	1	0
"2015"	"......0793 St. Stephan"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	3	7	11	3
"2015"	"......0794 Zweisimmen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	75	109	134	117	99
"2015"	"......0794 Zweisimmen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	19	12	20	17	12
"2015"	"......0794 Zweisimmen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	1	1	1	5
"2015"	"......0794 Zweisimmen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	7	13	21	16	11
"2015"	"......0841 Gsteig"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	44	48	36	39	28
"2015"	"......0841 Gsteig"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	17	18	10	3	4
"2015"	"......0841 Gsteig"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	0	0	1
"2015"	"......0841 Gsteig"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	7	3	5	6	5
"2015"	"......0842 Lauenen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	23	31	34	27	28
"2015"	"......0842 Lauenen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	4	6	8	5	5
"2015"	"......0842 Lauenen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	0	0	1
"2015"	"......0842 Lauenen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	1	3	4	2
"2015"	"......0843 Saanen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	225	295	306	254	229
"2015"	"......0843 Saanen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	83	75	49	33	24
"2015"	"......0843 Saanen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	2	2	5
"2015"	"......0843 Saanen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	15	24	47	23	31
"2015"	"......0561 Adelboden"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	114	149	132	116	89
"2015"	"......0561 Adelboden"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	38	29	24	16	9
"2015"	"......0561 Adelboden"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	3	3
"2015"	"......0561 Adelboden"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	3	6	11	18	3
"2015"	"......0562 Aeschi bei Spiez"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	73	89	94	67	69
"2015"	"......0562 Aeschi bei Spiez"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	27	22	12	1	4
"2015"	"......0562 Aeschi bei Spiez"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	3	1
"2015"	"......0562 Aeschi bei Spiez"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	6	11	12	19	14
"2015"	"......0563 Frutigen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	206	232	256	230	214
"2015"	"......0563 Frutigen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	60	55	42	24	14
"2015"	"......0563 Frutigen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	4	5
"2015"	"......0563 Frutigen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	13	16	27	22	27
"2015"	"......0564 Kandergrund"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	24	34	29	29	30
"2015"	"......0564 Kandergrund"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	7	10	3	1	3
"2015"	"......0564 Kandergrund"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	1	0
"2015"	"......0564 Kandergrund"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	4	4	7	2
"2015"	"......0565 Kandersteg"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	33	47	45	49	40
"2015"	"......0565 Kandersteg"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	9	8	4	5	3
"2015"	"......0565 Kandersteg"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	1	0
"2015"	"......0565 Kandersteg"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	5	7	8	5	7
"2015"	"......0566 Krattigen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	38	40	45	39	29
"2015"	"......0566 Krattigen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	11	14	4	4	1
"2015"	"......0566 Krattigen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	0	0
"2015"	"......0566 Krattigen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	4	1	7	10	4
"2015"	"......0567 Reichenbach im Kandertal"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	109	134	141	125	100
"2015"	"......0567 Reichenbach im Kandertal"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	31	20	19	13	7
"2015"	"......0567 Reichenbach im Kandertal"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	1	0	2	2
"2015"	"......0567 Reichenbach im Kandertal"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	3	12	20	22	13
"2015"	"......0761 Därstetten"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	14	35	43	38	30
"2015"	"......0761 Därstetten"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	3	10	7	8	0
"2015"	"......0761 Därstetten"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	1	2
"2015"	"......0761 Därstetten"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	3	6	6	8
"2015"	"......0762 Diemtigen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	81	87	83	72	80
"2015"	"......0762 Diemtigen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	20	16	10	11	9
"2015"	"......0762 Diemtigen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	1	1	1
"2015"	"......0762 Diemtigen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	8	13	12	14	11
"2015"	"......0763 Erlenbach im Simmental"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	54	65	68	66	55
"2015"	"......0763 Erlenbach im Simmental"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	14	16	13	12	7
"2015"	"......0763 Erlenbach im Simmental"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	0	0	3
"2015"	"......0763 Erlenbach im Simmental"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	5	11	7	17	15
"2015"	"......0766 Oberwil im Simmental"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	21	35	30	25	30
"2015"	"......0766 Oberwil im Simmental"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	8	9	4	1	4
"2015"	"......0766 Oberwil im Simmental"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	1	0	0
"2015"	"......0766 Oberwil im Simmental"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	3	2	3	2
"2015"	"......0768 Spiez"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	378	498	545	468	403
"2015"	"......0768 Spiez"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	101	107	81	69	42
"2015"	"......0768 Spiez"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	2	4	4	10
"2015"	"......0768 Spiez"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	34	63	86	71	73
"2015"	"......0769 Wimmis"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	88	115	91	107	72
"2015"	"......0769 Wimmis"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	31	28	16	14	8
"2015"	"......0769 Wimmis"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	0	3	4
"2015"	"......0769 Wimmis"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	8	21	18	19	5
"2015"	"......0571 Beatenberg"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	34	53	39	51	46
"2015"	"......0571 Beatenberg"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	11	15	10	7	4
"2015"	"......0571 Beatenberg"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	1	0	1
"2015"	"......0571 Beatenberg"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	5	6	6	12	11
"2015"	"......0572 Bönigen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	86	101	99	99	86
"2015"	"......0572 Bönigen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	25	16	19	12	13
"2015"	"......0572 Bönigen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	2	4
"2015"	"......0572 Bönigen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	11	13	13	12
"2015"	"......0573 Brienz (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	105	126	127	111	91
"2015"	"......0573 Brienz (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	29	26	22	11	8
"2015"	"......0573 Brienz (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	1	1	2
"2015"	"......0573 Brienz (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	11	13	19	15	15
"2015"	"......0574 Brienzwiler"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	10	20	21	20	16
"2015"	"......0574 Brienzwiler"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1	8	3	4	0
"2015"	"......0574 Brienzwiler"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	1	0
"2015"	"......0574 Brienzwiler"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	4	3	5	5
"2015"	"......0575 Därligen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	17	18	15	11	18
"2015"	"......0575 Därligen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	5	3	0	2	3
"2015"	"......0575 Därligen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	0	1
"2015"	"......0575 Därligen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	4	2	2	3
"2015"	"......0576 Grindelwald"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	141	161	144	142	105
"2015"	"......0576 Grindelwald"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	44	40	30	26	12
"2015"	"......0576 Grindelwald"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	2	0	3
"2015"	"......0576 Grindelwald"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	12	21	16	20	14
"2015"	"......0577 Gsteigwiler"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	10	12	23	18	17
"2015"	"......0577 Gsteigwiler"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	4	1	1	5	2
"2015"	"......0577 Gsteigwiler"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	0	0
"2015"	"......0577 Gsteigwiler"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	2	7	3	5
"2015"	"......0578 Gündlischwand"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	14	11	23	11	17
"2015"	"......0578 Gündlischwand"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	4	4	4	1	3
"2015"	"......0578 Gündlischwand"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	0	0
"2015"	"......0578 Gündlischwand"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	2	5	4	4
"2015"	"......0579 Habkern"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	21	27	28	24	15
"2015"	"......0579 Habkern"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1	4	7	2	2
"2015"	"......0579 Habkern"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	1	0
"2015"	"......0579 Habkern"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	2	4	5	4
"2015"	"......0580 Hofstetten bei Brienz"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	15	24	31	19	19
"2015"	"......0580 Hofstetten bei Brienz"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	8	5	6	2	3
"2015"	"......0580 Hofstetten bei Brienz"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	0	1
"2015"	"......0580 Hofstetten bei Brienz"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	3	5	2	3
"2015"	"......0581 Interlaken"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	188	220	204	181	145
"2015"	"......0581 Interlaken"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	70	65	37	30	23
"2015"	"......0581 Interlaken"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	2	5
"2015"	"......0581 Interlaken"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	12	30	43	21	23
"2015"	"......0582 Iseltwald"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	15	15	15	20	17
"2015"	"......0582 Iseltwald"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	3	1	3	3	3
"2015"	"......0582 Iseltwald"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	1	1
"2015"	"......0582 Iseltwald"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	3	3	2	4
"2015"	"......0584 Lauterbrunnen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	73	109	112	101	100
"2015"	"......0584 Lauterbrunnen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	16	30	26	18	15
"2015"	"......0584 Lauterbrunnen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	1	0	0	1
"2015"	"......0584 Lauterbrunnen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	10	15	11	16	9
"2015"	"......0585 Leissigen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	26	45	45	46	36
"2015"	"......0585 Leissigen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	5	9	5	7	5
"2015"	"......0585 Leissigen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	1	1	0
"2015"	"......0585 Leissigen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	5	7	9	10	4
"2015"	"......0586 Lütschental"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	10	9	11	9	10
"2015"	"......0586 Lütschental"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	4	1	2	2	0
"2015"	"......0586 Lütschental"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	1	1
"2015"	"......0586 Lütschental"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	2	1	2	2
"2015"	"......0587 Matten bei Interlaken"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	115	145	149	154	125
"2015"	"......0587 Matten bei Interlaken"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	37	36	35	19	9
"2015"	"......0587 Matten bei Interlaken"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	1	4	5
"2015"	"......0587 Matten bei Interlaken"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	15	13	18	16
"2015"	"......0588 Niederried bei Interlaken"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	7	15	22	18	11
"2015"	"......0588 Niederried bei Interlaken"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	2	4	9	1	2
"2015"	"......0588 Niederried bei Interlaken"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	1	0
"2015"	"......0588 Niederried bei Interlaken"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	3	7	2	2
"2015"	"......0589 Oberried am Brienzersee"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	13	25	24	17	12
"2015"	"......0589 Oberried am Brienzersee"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	5	12	6	4	1
"2015"	"......0589 Oberried am Brienzersee"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	1	1
"2015"	"......0589 Oberried am Brienzersee"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	2	1	6	0
"2015"	"......0590 Ringgenberg (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	86	99	110	118	93
"2015"	"......0590 Ringgenberg (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	18	19	13	14	8
"2015"	"......0590 Ringgenberg (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	1	0	0
"2015"	"......0590 Ringgenberg (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	7	12	29	22	14
"2015"	"......0591 Saxeten"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	2	3	1	13	3
"2015"	"......0591 Saxeten"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0	2	0
"2015"	"......0591 Saxeten"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	0	1
"2015"	"......0591 Saxeten"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0	3	0
"2015"	"......0592 Schwanden bei Brienz"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	21	14	23	30	27
"2015"	"......0592 Schwanden bei Brienz"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	9	1	4	10	1
"2015"	"......0592 Schwanden bei Brienz"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	0	1
"2015"	"......0592 Schwanden bei Brienz"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	3	0	5	4	5
"2015"	"......0593 Unterseen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	183	236	233	203	197
"2015"	"......0593 Unterseen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	55	60	49	31	21
"2015"	"......0593 Unterseen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	2	3
"2015"	"......0593 Unterseen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	9	27	35	41	39
"2015"	"......0594 Wilderswil"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	99	122	100	85	69
"2015"	"......0594 Wilderswil"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	22	30	22	12	2
"2015"	"......0594 Wilderswil"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	1	1
"2015"	"......0594 Wilderswil"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	10	17	10	18	13
"2015"	"......0782 Guttannen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	10	17	14	8	15
"2015"	"......0782 Guttannen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	3	2	2	0	0
"2015"	"......0782 Guttannen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	1	0
"2015"	"......0782 Guttannen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	3	2	1	1
"2015"	"......0783 Hasliberg"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	53	34	39	37	45
"2015"	"......0783 Hasliberg"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	14	14	9	8	3
"2015"	"......0783 Hasliberg"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	1	0	0
"2015"	"......0783 Hasliberg"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	3	8	2	4
"2015"	"......0784 Innertkirchen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	31	41	48	52	42
"2015"	"......0784 Innertkirchen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	11	10	9	6	5
"2015"	"......0784 Innertkirchen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	0	0
"2015"	"......0784 Innertkirchen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	2	3	8	12	5
"2015"	"......0785 Meiringen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	153	177	196	194	153
"2015"	"......0785 Meiringen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	37	49	22	18	11
"2015"	"......0785 Meiringen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	1	3	1
"2015"	"......0785 Meiringen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	12	11	37	27	18
"2015"	"......0786 Schattenhalb"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	22	17	36	18	16
"2015"	"......0786 Schattenhalb"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	7	4	6	5	3
"2015"	"......0786 Schattenhalb"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	2	1	0
"2015"	"......0786 Schattenhalb"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1	1	3	2	1
"2015"	"......1061 Luzern"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	2723	2743	2900	2427	2061
"2015"	"......1061 Luzern"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1072	949	747	479	309
"2015"	"......1061 Luzern"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	10	11	12	24	43
"2015"	"......1061 Luzern"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	183	322	451	440	388
"2015"	"......1051 Adligenswil"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	169	205	224	193	197
"2015"	"......1051 Adligenswil"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	45	34	29	17	9
"2015"	"......1051 Adligenswil"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	1	0	2
