"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Geschlecht, Zivilstand und Altersklasse"

"Jahr"	"Kanton (-) / Bezirk (>>) / Gemeinde (......)"	"Bevölkerungstyp"	"Geschlecht"	"Zivilstand"	"90-94 Jahre"	"95-99 Jahre"	"100 Jahre und mehr"
"2015"	"......1103 Sursee"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	16	2	0
"2015"	"......1103 Sursee"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1103 Sursee"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	8	2	0
"2015"	"......1103 Sursee"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1104 Triengen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	2	2	0
"2015"	"......1104 Triengen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1104 Triengen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	0	0
"2015"	"......1104 Triengen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1121 Alberswil"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	2	0	0
"2015"	"......1121 Alberswil"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1121 Alberswil"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	0
"2015"	"......1121 Alberswil"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1122 Altbüron"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1	1	0
"2015"	"......1122 Altbüron"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1122 Altbüron"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	0
"2015"	"......1122 Altbüron"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1123 Altishofen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	4	0	0
"2015"	"......1123 Altishofen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1	0	0
"2015"	"......1123 Altishofen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	0	0
"2015"	"......1123 Altishofen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1125 Dagmersellen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	7	1	0
"2015"	"......1125 Dagmersellen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1125 Dagmersellen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	5	0	0
"2015"	"......1125 Dagmersellen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	1	0
"2015"	"......1126 Ebersecken"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	0	0	0
"2015"	"......1126 Ebersecken"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1126 Ebersecken"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0
"2015"	"......1126 Ebersecken"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1127 Egolzwil"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	0	0	0
"2015"	"......1127 Egolzwil"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1127 Egolzwil"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0
"2015"	"......1127 Egolzwil"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1128 Ettiswil"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	10	0	0
"2015"	"......1128 Ettiswil"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	3	0	0
"2015"	"......1128 Ettiswil"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	0	0
"2015"	"......1128 Ettiswil"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1129 Fischbach"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1	0	0
"2015"	"......1129 Fischbach"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1129 Fischbach"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	0
"2015"	"......1129 Fischbach"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1130 Gettnau"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	2	0	0
"2015"	"......1130 Gettnau"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1130 Gettnau"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	0
"2015"	"......1130 Gettnau"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1131 Grossdietwil"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	2	0	0
"2015"	"......1131 Grossdietwil"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1131 Grossdietwil"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	0	0
"2015"	"......1131 Grossdietwil"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1132 Hergiswil bei Willisau"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	3	0	0
"2015"	"......1132 Hergiswil bei Willisau"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1132 Hergiswil bei Willisau"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	0	0
"2015"	"......1132 Hergiswil bei Willisau"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1135 Luthern"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	5	0	0
"2015"	"......1135 Luthern"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1	0	0
"2015"	"......1135 Luthern"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	0	0
"2015"	"......1135 Luthern"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1136 Menznau"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	3	0	0
"2015"	"......1136 Menznau"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1136 Menznau"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	0	0
"2015"	"......1136 Menznau"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1137 Nebikon"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	5	0	0
"2015"	"......1137 Nebikon"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1137 Nebikon"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	0	0
"2015"	"......1137 Nebikon"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1139 Pfaffnau"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	4	1	0
"2015"	"......1139 Pfaffnau"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1139 Pfaffnau"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	1	0
"2015"	"......1139 Pfaffnau"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1140 Reiden"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	7	0	0
"2015"	"......1140 Reiden"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1	0	0
"2015"	"......1140 Reiden"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	0	0
"2015"	"......1140 Reiden"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1142 Roggliswil"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1	0	0
"2015"	"......1142 Roggliswil"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1142 Roggliswil"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	0
"2015"	"......1142 Roggliswil"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1143 Schötz"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	9	0	0
"2015"	"......1143 Schötz"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1	0	0
"2015"	"......1143 Schötz"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	0	0
"2015"	"......1143 Schötz"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1145 Ufhusen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	0	1	0
"2015"	"......1145 Ufhusen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1145 Ufhusen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0
"2015"	"......1145 Ufhusen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1146 Wauwil"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1	0	1
"2015"	"......1146 Wauwil"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1146 Wauwil"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	1
"2015"	"......1146 Wauwil"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1147 Wikon"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	5	0	0
"2015"	"......1147 Wikon"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1147 Wikon"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	0	0
"2015"	"......1147 Wikon"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1150 Zell (LU)"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	6	0	0
"2015"	"......1150 Zell (LU)"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1150 Zell (LU)"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	0
"2015"	"......1150 Zell (LU)"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1151 Willisau"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	10	2	0
"2015"	"......1151 Willisau"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	1	0
"2015"	"......1151 Willisau"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	5	0	0
"2015"	"......1151 Willisau"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1001 Doppleschwand"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1	0	0
"2015"	"......1001 Doppleschwand"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1	0	0
"2015"	"......1001 Doppleschwand"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0
"2015"	"......1001 Doppleschwand"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1002 Entlebuch"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	3	0	0
"2015"	"......1002 Entlebuch"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1002 Entlebuch"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	0
"2015"	"......1002 Entlebuch"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1004 Flühli"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	2	0	0
"2015"	"......1004 Flühli"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1004 Flühli"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	0
"2015"	"......1004 Flühli"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1005 Hasle (LU)"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	3	0	0
"2015"	"......1005 Hasle (LU)"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1005 Hasle (LU)"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	0	0
"2015"	"......1005 Hasle (LU)"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1007 Romoos"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	3	0	0
"2015"	"......1007 Romoos"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1	0	0
"2015"	"......1007 Romoos"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	0
"2015"	"......1007 Romoos"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1008 Schüpfheim"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	7	1	0
"2015"	"......1008 Schüpfheim"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1	0	0
"2015"	"......1008 Schüpfheim"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	1	0
"2015"	"......1008 Schüpfheim"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1009 Werthenstein"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	9	2	0
"2015"	"......1009 Werthenstein"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1009 Werthenstein"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	5	2	0
"2015"	"......1009 Werthenstein"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1010 Escholzmatt-Marbach"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	7	1	0
"2015"	"......1010 Escholzmatt-Marbach"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	2	0	0
"2015"	"......1010 Escholzmatt-Marbach"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	1	0
"2015"	"......1010 Escholzmatt-Marbach"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1107 Wolhusen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	6	5	0
"2015"	"......1107 Wolhusen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	1	0
"2015"	"......1107 Wolhusen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	2	0
"2015"	"......1107 Wolhusen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1201 Altdorf (UR)"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	31	1	1
"2015"	"......1201 Altdorf (UR)"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	2	0	0
"2015"	"......1201 Altdorf (UR)"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	11	1	0
"2015"	"......1201 Altdorf (UR)"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1202 Andermatt"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	4	1	0
"2015"	"......1202 Andermatt"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1202 Andermatt"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	1	0
"2015"	"......1202 Andermatt"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1203 Attinghausen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	4	1	0
"2015"	"......1203 Attinghausen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1203 Attinghausen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	0	0
"2015"	"......1203 Attinghausen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1204 Bauen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1	0	0
"2015"	"......1204 Bauen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1204 Bauen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	0
"2015"	"......1204 Bauen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1205 Bürglen (UR)"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	10	1	1
"2015"	"......1205 Bürglen (UR)"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1205 Bürglen (UR)"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	6	0	1
"2015"	"......1205 Bürglen (UR)"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1206 Erstfeld"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	12	2	0
"2015"	"......1206 Erstfeld"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	1	0
"2015"	"......1206 Erstfeld"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	5	1	0
"2015"	"......1206 Erstfeld"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1207 Flüelen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	8	0	0
"2015"	"......1207 Flüelen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1	0	0
"2015"	"......1207 Flüelen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	5	0	0
"2015"	"......1207 Flüelen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1208 Göschenen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	3	0	0
"2015"	"......1208 Göschenen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1	0	0
"2015"	"......1208 Göschenen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0
"2015"	"......1208 Göschenen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1209 Gurtnellen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	4	0	0
"2015"	"......1209 Gurtnellen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1209 Gurtnellen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	0	0
"2015"	"......1209 Gurtnellen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1210 Hospental"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	0	0	0
"2015"	"......1210 Hospental"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1210 Hospental"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0
"2015"	"......1210 Hospental"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1211 Isenthal"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	3	0	0
"2015"	"......1211 Isenthal"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1	0	0
"2015"	"......1211 Isenthal"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0
"2015"	"......1211 Isenthal"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1212 Realp"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	0	0	0
"2015"	"......1212 Realp"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1212 Realp"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0
"2015"	"......1212 Realp"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1213 Schattdorf"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	11	2	0
"2015"	"......1213 Schattdorf"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1213 Schattdorf"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	9	0	0
"2015"	"......1213 Schattdorf"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1214 Seedorf (UR)"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1	0	0
"2015"	"......1214 Seedorf (UR)"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1214 Seedorf (UR)"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0
"2015"	"......1214 Seedorf (UR)"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1215 Seelisberg"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	3	0	0
"2015"	"......1215 Seelisberg"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1	0	0
"2015"	"......1215 Seelisberg"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	0
"2015"	"......1215 Seelisberg"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1216 Silenen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	2	1	0
"2015"	"......1216 Silenen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1216 Silenen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	0
"2015"	"......1216 Silenen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1217 Sisikon"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	0	1	0
"2015"	"......1217 Sisikon"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
"2015"	"......1217 Sisikon"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	1	0
"2015"	"......1217 Sisikon"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	0	0	0
"2015"	"......1218 Spiringen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	0	0	0
"2015"	"......1218 Spiringen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	0	0	0
