"Ständige und nichtständige Wohnbevölkerung nach institutionellen Gliederungen, Geschlecht, Zivilstand und Altersklasse"

"Jahr"	"Kanton (-) / Bezirk (>>) / Gemeinde (......)"	"Bevölkerungstyp"	"Geschlecht"	"Zivilstand"	"Altersklasse - Total"	"20-24 Jahre"	"25-29 Jahre"	"30-34 Jahre"	"35-39 Jahre"
"2015"	"......0855 Schwarzenburg"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	78	0	0	0	1
"2015"	"......0855 Schwarzenburg"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	209	0	0	2	8
"2015"	"......0861 Belp"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	5639	326	330	359	370
"2015"	"......0861 Belp"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	2529	315	266	193	146
"2015"	"......0861 Belp"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	108	0	1	0	0
"2015"	"......0861 Belp"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	387	0	1	2	14
"2015"	"......0865 Gelterfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	141	7	8	5	9
"2015"	"......0865 Gelterfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	57	7	7	3	6
"2015"	"......0865 Gelterfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	1	0	0	0	0
"2015"	"......0865 Gelterfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	21	0	0	0	0
"2015"	"......0866 Gerzensee"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	571	33	20	34	38
"2015"	"......0866 Gerzensee"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	244	33	16	17	12
"2015"	"......0866 Gerzensee"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	13	0	0	0	0
"2015"	"......0866 Gerzensee"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	45	0	0	0	1
"2015"	"......0868 Jaberg"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	118	9	4	5	7
"2015"	"......0868 Jaberg"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	55	9	4	5	2
"2015"	"......0868 Jaberg"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	0	0	0	0
"2015"	"......0868 Jaberg"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	11	0	0	0	1
"2015"	"......0869 Kaufdorf"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	530	27	16	29	37
"2015"	"......0869 Kaufdorf"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	222	27	12	19	9
"2015"	"......0869 Kaufdorf"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	9	0	0	0	0
"2015"	"......0869 Kaufdorf"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	37	0	1	1	1
"2015"	"......0870 Kehrsatz"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	2081	119	104	132	141
"2015"	"......0870 Kehrsatz"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	945	114	82	67	44
"2015"	"......0870 Kehrsatz"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	33	0	0	0	0
"2015"	"......0870 Kehrsatz"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	98	0	0	2	3
"2015"	"......0872 Kirchdorf (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	484	33	27	26	35
"2015"	"......0872 Kirchdorf (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	224	33	22	12	15
"2015"	"......0872 Kirchdorf (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	11	0	0	0	0
"2015"	"......0872 Kirchdorf (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	36	0	0	0	1
"2015"	"......0873 Kirchenthurnen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	132	6	7	10	6
"2015"	"......0873 Kirchenthurnen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	49	6	5	2	2
"2015"	"......0873 Kirchenthurnen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	5	0	0	0	0
"2015"	"......0873 Kirchenthurnen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	11	0	0	0	0
"2015"	"......0874 Lohnstorf"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	106	4	3	2	2
"2015"	"......0874 Lohnstorf"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	44	3	3	0	1
"2015"	"......0874 Lohnstorf"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	0	0
"2015"	"......0874 Lohnstorf"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	4	0	0	0	0
"2015"	"......0875 Mühledorf (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	116	1	6	4	14
"2015"	"......0875 Mühledorf (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	50	1	5	2	6
"2015"	"......0875 Mühledorf (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	0	0	0	0
"2015"	"......0875 Mühledorf (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	6	0	0	0	0
"2015"	"......0876 Mühlethurnen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	675	46	33	34	34
"2015"	"......0876 Mühlethurnen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	282	45	29	14	11
"2015"	"......0876 Mühlethurnen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	8	0	0	0	0
"2015"	"......0876 Mühlethurnen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	44	0	0	0	1
"2015"	"......0877 Niedermuhlern"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	234	19	17	15	13
"2015"	"......0877 Niedermuhlern"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	108	18	15	9	4
"2015"	"......0877 Niedermuhlern"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	0	0	0	0
"2015"	"......0877 Niedermuhlern"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	21	0	0	0	0
"2015"	"......0878 Noflen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	162	14	13	8	17
"2015"	"......0878 Noflen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	80	14	12	5	5
"2015"	"......0878 Noflen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	0	0	0	0
"2015"	"......0878 Noflen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	13	0	0	1	0
"2015"	"......0879 Riggisberg"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1237	85	78	64	69
"2015"	"......0879 Riggisberg"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	564	84	68	33	31
"2015"	"......0879 Riggisberg"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	31	0	0	0	0
"2015"	"......0879 Riggisberg"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	81	0	0	0	1
"2015"	"......0880 Rüeggisberg"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	905	40	51	40	54
"2015"	"......0880 Rüeggisberg"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	385	40	42	24	26
"2015"	"......0880 Rüeggisberg"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	18	0	0	0	0
"2015"	"......0880 Rüeggisberg"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	71	0	1	1	1
"2015"	"......0881 Rümligen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	218	16	11	18	11
"2015"	"......0881 Rümligen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	99	15	8	13	6
"2015"	"......0881 Rümligen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	2	0	0	0	0
"2015"	"......0881 Rümligen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	12	0	0	1	0
"2015"	"......0884 Toffen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1255	77	55	68	84
"2015"	"......0884 Toffen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	522	74	48	36	29
"2015"	"......0884 Toffen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	26	0	0	0	0
"2015"	"......0884 Toffen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	93	0	0	1	5
"2015"	"......0888 Wald (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	580	25	24	34	43
"2015"	"......0888 Wald (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	250	25	23	19	14
"2015"	"......0888 Wald (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	10	0	0	0	0
"2015"	"......0888 Wald (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	33	0	0	0	2
"2015"	"......0767 Reutigen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	499	28	27	26	37
"2015"	"......0767 Reutigen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	211	25	24	11	13
"2015"	"......0767 Reutigen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	0	0	0	0
"2015"	"......0767 Reutigen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	41	1	0	0	0
"2015"	"......0770 Stocken-Höfen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	493	29	26	30	33
"2015"	"......0770 Stocken-Höfen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	217	26	20	14	6
"2015"	"......0770 Stocken-Höfen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	8	0	0	0	0
"2015"	"......0770 Stocken-Höfen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	35	0	0	1	0
"2015"	"......0863 Burgistein"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	525	42	21	22	25
"2015"	"......0863 Burgistein"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	230	39	18	16	5
"2015"	"......0863 Burgistein"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	11	0	0	0	0
"2015"	"......0863 Burgistein"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	37	0	0	0	1
"2015"	"......0867 Gurzelen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	425	26	24	18	28
"2015"	"......0867 Gurzelen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	214	26	17	5	8
"2015"	"......0867 Gurzelen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	5	0	0	0	0
"2015"	"......0867 Gurzelen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	24	0	0	0	1
"2015"	"......0883 Seftigen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1077	72	63	60	70
"2015"	"......0883 Seftigen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	477	71	42	35	17
"2015"	"......0883 Seftigen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	13	0	0	0	0
"2015"	"......0883 Seftigen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	72	0	1	0	4
"2015"	"......0885 Uttigen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	965	55	45	42	52
"2015"	"......0885 Uttigen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	442	55	39	23	15
"2015"	"......0885 Uttigen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	14	0	0	0	0
"2015"	"......0885 Uttigen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	56	0	0	1	2
"2015"	"......0886 Wattenwil"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1372	67	76	81	76
"2015"	"......0886 Wattenwil"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	619	65	64	37	26
"2015"	"......0886 Wattenwil"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	28	0	0	0	0
"2015"	"......0886 Wattenwil"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	95	0	0	0	2
"2015"	"......0921 Amsoldingen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	394	28	9	29	25
"2015"	"......0921 Amsoldingen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	163	28	8	17	9
"2015"	"......0921 Amsoldingen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	10	0	0	0	0
"2015"	"......0921 Amsoldingen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	32	0	0	0	1
"2015"	"......0922 Blumenstein"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	622	29	33	35	38
"2015"	"......0922 Blumenstein"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	261	28	27	19	14
"2015"	"......0922 Blumenstein"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	10	0	0	0	0
"2015"	"......0922 Blumenstein"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	52	0	1	0	1
"2015"	"......0923 Buchholterberg"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	766	47	39	46	47
"2015"	"......0923 Buchholterberg"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	349	44	35	24	14
"2015"	"......0923 Buchholterberg"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	12	0	0	0	0
"2015"	"......0923 Buchholterberg"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	33	0	0	1	1
"2015"	"......0924 Eriz"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	253	19	16	17	11
"2015"	"......0924 Eriz"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	120	19	11	9	9
"2015"	"......0924 Eriz"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	7	0	0	0	0
"2015"	"......0924 Eriz"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	17	0	0	1	0
"2015"	"......0925 Fahrni"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	402	25	26	16	32
"2015"	"......0925 Fahrni"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	181	25	20	6	7
"2015"	"......0925 Fahrni"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	5	0	0	0	0
"2015"	"......0925 Fahrni"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	20	0	0	0	1
"2015"	"......0927 Heiligenschwendi"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	350	14	16	16	32
"2015"	"......0927 Heiligenschwendi"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	160	13	15	14	16
"2015"	"......0927 Heiligenschwendi"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	6	0	0	0	0
"2015"	"......0927 Heiligenschwendi"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	27	0	0	0	3
"2015"	"......0928 Heimberg"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	3296	216	206	232	232
"2015"	"......0928 Heimberg"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1479	208	158	127	84
"2015"	"......0928 Heimberg"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	67	0	0	0	0
"2015"	"......0928 Heimberg"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	261	0	0	7	11
"2015"	"......0929 Hilterfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1881	104	78	86	90
"2015"	"......0929 Hilterfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	791	102	74	58	42
"2015"	"......0929 Hilterfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	51	0	0	0	0
"2015"	"......0929 Hilterfingen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	134	0	0	1	2
"2015"	"......0931 Homberg"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	242	13	6	13	15
"2015"	"......0931 Homberg"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	110	12	4	5	3
"2015"	"......0931 Homberg"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	6	0	0	0	0
"2015"	"......0931 Homberg"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	9	0	0	0	1
"2015"	"......0932 Horrenbach-Buchen"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	134	5	7	14	8
"2015"	"......0932 Horrenbach-Buchen"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	69	5	7	7	2
"2015"	"......0932 Horrenbach-Buchen"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	0	0	0	0
"2015"	"......0932 Horrenbach-Buchen"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	9	0	0	0	1
"2015"	"......0934 Oberhofen am Thunersee"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1174	49	39	54	67
"2015"	"......0934 Oberhofen am Thunersee"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	456	48	34	40	28
"2015"	"......0934 Oberhofen am Thunersee"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	28	0	0	0	0
"2015"	"......0934 Oberhofen am Thunersee"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	105	0	0	0	2
"2015"	"......0935 Oberlangenegg"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	225	10	16	14	13
"2015"	"......0935 Oberlangenegg"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	109	10	15	7	6
"2015"	"......0935 Oberlangenegg"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	0	0	0	0
"2015"	"......0935 Oberlangenegg"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	8	0	0	0	0
"2015"	"......0936 Pohlern"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	131	6	8	6	7
"2015"	"......0936 Pohlern"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	60	6	7	4	1
"2015"	"......0936 Pohlern"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	4	0	0	0	0
"2015"	"......0936 Pohlern"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	11	0	0	0	0
"2015"	"......0937 Schwendibach"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	127	5	5	12	12
"2015"	"......0937 Schwendibach"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	62	5	5	7	5
"2015"	"......0937 Schwendibach"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	3	0	0	0	0
"2015"	"......0937 Schwendibach"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	6	0	0	0	0
"2015"	"......0938 Sigriswil"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	2277	106	130	103	118
"2015"	"......0938 Sigriswil"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	881	106	115	63	47
"2015"	"......0938 Sigriswil"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	68	0	0	0	0
"2015"	"......0938 Sigriswil"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	189	0	1	1	5
"2015"	"......0939 Steffisburg"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	7475	431	473	527	481
"2015"	"......0939 Steffisburg"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	3356	419	387	309	201
"2015"	"......0939 Steffisburg"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	196	0	0	1	0
"2015"	"......0939 Steffisburg"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	489	0	2	11	7
"2015"	"......0940 Teuffenthal (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	72	3	5	4	4
"2015"	"......0940 Teuffenthal (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	29	3	4	3	3
"2015"	"......0940 Teuffenthal (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	0	0	0	0	0
"2015"	"......0940 Teuffenthal (BE)"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	3	0	0	0	0
"2015"	"......0941 Thierachern"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	1196	63	50	54	73
"2015"	"......0941 Thierachern"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	522	61	39	26	21
"2015"	"......0941 Thierachern"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	20	0	0	0	0
"2015"	"......0941 Thierachern"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	88	0	0	3	2
"2015"	"......0942 Thun"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	20643	1314	1556	1504	1303
"2015"	"......0942 Thun"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	9296	1268	1277	885	559
"2015"	"......0942 Thun"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	511	0	0	0	3
"2015"	"......0942 Thun"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	1565	2	5	25	61
"2015"	"......0943 Uebeschi"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	341	19	12	16	22
"2015"	"......0943 Uebeschi"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	162	18	10	7	6
"2015"	"......0943 Uebeschi"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	7	0	0	0	0
"2015"	"......0943 Uebeschi"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	18	0	0	0	1
"2015"	"......0944 Uetendorf"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	2960	187	163	154	144
"2015"	"......0944 Uetendorf"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	1213	183	136	90	52
"2015"	"......0944 Uetendorf"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	59	0	0	0	0
"2015"	"......0944 Uetendorf"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	224	0	0	5	7
"2015"	"......0945 Unterlangenegg"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	460	27	27	35	29
"2015"	"......0945 Unterlangenegg"	"Ständige Wohnbevölkerung"	"Mann"	"Ledig"	219	27	26	19	5
"2015"	"......0945 Unterlangenegg"	"Ständige Wohnbevölkerung"	"Mann"	"Verwitwet, durch Tod aufgelöste Partnerschaft"	8	0	0	0	0
"2015"	"......0945 Unterlangenegg"	"Ständige Wohnbevölkerung"	"Mann"	"Geschieden, unverheiratet, gerichtlich aufgelöste Partnerschaft"	13	0	0	0	0
"2015"	"......0946 Wachseldorn"	"Ständige Wohnbevölkerung"	"Mann"	"Zivilstand - Total"	118	8	3	5	12
